time,node,event,destination,nexthop,hopcount
0.500000,5,added,10.1.1.12,10.1.1.12,1
0.500000,5,added,10.1.1.13,10.1.1.13,1
0.500000,5,added,10.1.1.14,10.1.1.14,1
0.500000,5,added,10.1.1.16,10.1.1.16,1
0.500000,5,added,10.1.1.17,10.1.1.17,1
0.500000,5,added,10.1.1.18,10.1.1.18,1
0.500000,5,added,10.1.1.19,10.1.1.19,1
0.500000,5,added,10.1.1.2,10.1.1.2,1
0.500000,5,added,10.1.1.255,10.1.1.255,1
0.500000,5,added,10.1.1.3,10.1.1.3,1
0.500000,5,added,10.1.1.4,10.1.1.4,1
0.500000,5,added,10.1.1.7,10.1.1.7,1
0.500000,5,added,10.1.1.8,10.1.1.8,1
0.500000,5,added,10.1.1.9,10.1.1.9,1
0.500000,5,added,127.0.0.1,127.0.0.1,1
0.500000,6,added,10.1.1.10,10.1.1.10,1
0.500000,6,added,10.1.1.11,10.1.1.11,1
0.500000,6,added,10.1.1.12,10.1.1.12,1
0.500000,6,added,10.1.1.13,10.1.1.13,1
0.500000,6,added,10.1.1.14,10.1.1.14,1
0.500000,6,added,10.1.1.15,10.1.1.15,1
0.500000,6,added,10.1.1.16,10.1.1.16,1
0.500000,6,added,10.1.1.17,10.1.1.17,1
0.500000,6,added,10.1.1.18,10.1.1.18,1
0.500000,6,added,10.1.1.19,10.1.1.19,1
0.500000,6,added,10.1.1.2,10.1.1.2,1
0.500000,6,added,10.1.1.20,10.1.1.20,1
0.500000,6,added,10.1.1.255,10.1.1.255,1
0.500000,6,added,10.1.1.3,10.1.1.3,1
0.500000,6,added,10.1.1.4,10.1.1.4,1
0.500000,6,added,10.1.1.8,10.1.1.8,1
0.500000,6,added,10.1.1.9,10.1.1.9,1
0.500000,6,added,127.0.0.1,127.0.0.1,1
0.500000,7,added,10.1.1.10,10.1.1.10,1
0.500000,7,added,10.1.1.12,10.1.1.12,1
0.500000,7,added,10.1.1.13,10.1.1.13,1
0.500000,7,added,10.1.1.14,10.1.1.14,1
0.500000,7,added,10.1.1.15,10.1.1.15,1
0.500000,7,added,10.1.1.16,10.1.1.16,1
0.500000,7,added,10.1.1.17,10.1.1.17,1
0.500000,7,added,10.1.1.18,10.1.1.18,1
0.500000,7,added,10.1.1.19,10.1.1.19,1
0.500000,7,added,10.1.1.2,10.1.1.2,1
0.500000,7,added,10.1.1.20,10.1.1.20,1
0.500000,7,added,10.1.1.255,10.1.1.255,1
0.500000,7,added,10.1.1.3,10.1.1.3,1
0.500000,7,added,10.1.1.4,10.1.1.4,1
0.500000,7,added,10.1.1.7,10.1.1.7,1
0.500000,7,added,10.1.1.9,10.1.1.9,1
0.500000,7,added,127.0.0.1,127.0.0.1,1
0.500000,8,added,10.1.1.10,10.1.1.10,1
0.500000,8,added,10.1.1.12,10.1.1.12,1
0.500000,8,added,10.1.1.13,10.1.1.13,1
0.500000,8,added,10.1.1.14,10.1.1.14,1
0.500000,8,added,10.1.1.15,10.1.1.15,1
0.500000,8,added,10.1.1.16,10.1.1.16,1
0.500000,8,added,10.1.1.17,10.1.1.17,1
0.500000,8,added,10.1.1.18,10.1.1.18,1
0.500000,8,added,10.1.1.19,10.1.1.19,1
0.500000,8,added,10.1.1.2,10.1.1.2,1
0.500000,8,added,10.1.1.20,10.1.1.20,1
0.500000,8,added,10.1.1.255,10.1.1.255,1
0.500000,8,added,10.1.1.3,10.1.1.3,1
0.500000,8,added,10.1.1.4,10.1.1.4,1
0.500000,8,added,10.1.1.5,10.1.1.5,1
0.500000,8,added,10.1.1.7,10.1.1.7,1
0.500000,8,added,10.1.1.8,10.1.1.8,1
0.500000,8,added,127.0.0.1,127.0.0.1,1
0.500000,9,added,10.1.1.12,10.1.1.12,1
0.500000,9,added,10.1.1.13,10.1.1.13,1
0.500000,9,added,10.1.1.14,10.1.1.14,1
0.500000,9,added,10.1.1.15,10.1.1.15,1
0.500000,9,added,10.1.1.17,10.1.1.17,1
0.500000,9,added,10.1.1.18,10.1.1.18,1
0.500000,9,added,10.1.1.19,10.1.1.19,1
0.500000,9,added,10.1.1.2,10.1.1.2,1
0.500000,9,added,10.1.1.20,10.1.1.20,1
0.500000,9,added,10.1.1.255,10.1.1.255,1
0.500000,9,added,10.1.1.3,10.1.1.3,1
0.500000,9,added,10.1.1.4,10.1.1.4,1
0.500000,9,added,10.1.1.5,10.1.1.5,1
0.500000,9,added,10.1.1.7,10.1.1.7,1
0.500000,9,added,10.1.1.8,10.1.1.8,1
0.500000,9,added,10.1.1.9,10.1.1.9,1
0.500000,9,added,127.0.0.1,127.0.0.1,1
0.500000,10,added,10.1.1.12,10.1.1.12,1
0.500000,10,added,10.1.1.13,10.1.1.13,1
0.500000,10,added,10.1.1.14,10.1.1.14,1
0.500000,10,added,10.1.1.16,10.1.1.16,1
0.500000,10,added,10.1.1.17,10.1.1.17,1
0.500000,10,added,10.1.1.18,10.1.1.18,1
0.500000,10,added,10.1.1.19,10.1.1.19,1
0.500000,10,added,10.1.1.2,10.1.1.2,1
0.500000,10,added,10.1.1.255,10.1.1.255,1
0.500000,10,added,10.1.1.3,10.1.1.3,1
0.500000,10,added,10.1.1.4,10.1.1.4,1
0.500000,10,added,10.1.1.6,10.1.1.6,1
0.500000,10,added,10.1.1.7,10.1.1.7,1
0.500000,10,added,10.1.1.8,10.1.1.8,1
0.500000,10,added,10.1.1.9,10.1.1.9,1
0.500000,10,added,127.0.0.1,127.0.0.1,1
0.500000,11,added,10.1.1.10,10.1.1.10,1
0.500000,11,added,10.1.1.11,10.1.1.11,1
0.500000,11,added,10.1.1.13,10.1.1.13,1
0.500000,11,added,10.1.1.14,10.1.1.14,1
0.500000,11,added,10.1.1.15,10.1.1.15,1
0.500000,11,added,10.1.1.16,10.1.1.16,1
0.500000,11,added,10.1.1.17,10.1.1.17,1
0.500000,11,added,10.1.1.18,10.1.1.18,1
0.500000,11,added,10.1.1.19,10.1.1.19,1
0.500000,11,added,10.1.1.2,10.1.1.2,1
0.500000,11,added,10.1.1.20,10.1.1.20,1
0.500000,11,added,10.1.1.255,10.1.1.255,1
0.500000,11,added,10.1.1.3,10.1.1.3,1
0.500000,11,added,10.1.1.4,10.1.1.4,1
0.500000,11,added,10.1.1.7,10.1.1.7,1
0.500000,11,added,10.1.1.8,10.1.1.8,1
0.500000,11,added,10.1.1.9,10.1.1.9,1
0.500000,11,added,127.0.0.1,127.0.0.1,1
0.500000,12,added,10.1.1.10,10.1.1.10,1
0.500000,12,added,10.1.1.12,10.1.1.12,1
0.500000,12,added,10.1.1.14,10.1.1.14,1
0.500000,12,added,10.1.1.15,10.1.1.15,1
0.500000,12,added,10.1.1.16,10.1.1.16,1
0.500000,12,added,10.1.1.17,10.1.1.17,1
0.500000,12,added,10.1.1.18,10.1.1.18,1
0.500000,12,added,10.1.1.19,10.1.1.19,1
0.500000,12,added,10.1.1.2,10.1.1.2,1
0.500000,12,added,10.1.1.20,10.1.1.20,1
0.500000,12,added,10.1.1.255,10.1.1.255,1
0.500000,12,added,10.1.1.3,10.1.1.3,1
0.500000,12,added,10.1.1.4,10.1.1.4,1
0.500000,12,added,10.1.1.7,10.1.1.7,1
0.500000,12,added,10.1.1.8,10.1.1.8,1
0.500000,12,added,10.1.1.9,10.1.1.9,1
0.500000,12,added,127.0.0.1,127.0.0.1,1
0.500000,13,added,10.1.1.10,10.1.1.10,1
0.500000,13,added,10.1.1.12,10.1.1.12,1
0.500000,13,added,10.1.1.13,10.1.1.13,1
0.500000,13,added,10.1.1.15,10.1.1.15,1
0.500000,13,added,10.1.1.16,10.1.1.16,1
0.500000,13,added,10.1.1.17,10.1.1.17,1
0.500000,13,added,10.1.1.18,10.1.1.18,1
0.500000,13,added,10.1.1.19,10.1.1.19,1
0.500000,13,added,10.1.1.2,10.1.1.2,1
0.500000,13,added,10.1.1.20,10.1.1.20,1
0.500000,13,added,10.1.1.255,10.1.1.255,1
0.500000,13,added,10.1.1.3,10.1.1.3,1
0.500000,13,added,10.1.1.4,10.1.1.4,1
0.500000,13,added,10.1.1.7,10.1.1.7,1
0.500000,13,added,10.1.1.8,10.1.1.8,1
0.500000,13,added,10.1.1.9,10.1.1.9,1
0.500000,13,added,127.0.0.1,127.0.0.1,1
0.500000,14,added,10.1.1.10,10.1.1.10,1
0.500000,14,added,10.1.1.12,10.1.1.12,1
0.500000,14,added,10.1.1.13,10.1.1.13,1
0.500000,14,added,10.1.1.14,10.1.1.14,1
0.500000,14,added,10.1.1.17,10.1.1.17,1
0.500000,14,added,10.1.1.18,10.1.1.18,1
0.500000,14,added,10.1.1.19,10.1.1.19,1
0.500000,14,added,10.1.1.2,10.1.1.2,1
0.500000,14,added,10.1.1.20,10.1.1.20,1
0.500000,14,added,10.1.1.255,10.1.1.255,1
0.500000,14,added,10.1.1.3,10.1.1.3,1
0.500000,14,added,10.1.1.4,10.1.1.4,1
0.500000,14,added,10.1.1.5,10.1.1.5,1
0.500000,14,added,10.1.1.7,10.1.1.7,1
0.500000,14,added,10.1.1.8,10.1.1.8,1
0.500000,14,added,10.1.1.9,10.1.1.9,1
0.500000,14,added,127.0.0.1,127.0.0.1,1
0.500000,15,added,10.1.1.11,10.1.1.11,1
0.500000,15,added,10.1.1.12,10.1.1.12,1
0.500000,15,added,10.1.1.13,10.1.1.13,1
0.500000,15,added,10.1.1.14,10.1.1.14,1
0.500000,15,added,10.1.1.17,10.1.1.17,1
0.500000,15,added,10.1.1.18,10.1.1.18,1
0.500000,15,added,10.1.1.19,10.1.1.19,1
0.500000,15,added,10.1.1.2,10.1.1.2,1
0.500000,15,added,10.1.1.255,10.1.1.255,1
0.500000,15,added,10.1.1.3,10.1.1.3,1
0.500000,15,added,10.1.1.7,10.1.1.7,1
0.500000,15,added,10.1.1.8,10.1.1.8,1
0.500000,15,added,10.1.1.9,10.1.1.9,1
0.500000,15,added,127.0.0.1,127.0.0.1,1
0.500000,16,added,10.1.1.10,10.1.1.10,1
0.500000,16,added,10.1.1.11,10.1.1.11,1
0.500000,16,added,10.1.1.12,10.1.1.12,1
0.500000,16,added,10.1.1.13,10.1.1.13,1
0.500000,16,added,10.1.1.14,10.1.1.14,1
0.500000,16,added,10.1.1.15,10.1.1.15,1
0.500000,16,added,10.1.1.16,10.1.1.16,1
0.500000,16,added,10.1.1.18,10.1.1.18,1
0.500000,16,added,10.1.1.19,10.1.1.19,1
0.500000,16,added,10.1.1.2,10.1.1.2,1
0.500000,16,added,10.1.1.20,10.1.1.20,1
0.500000,16,added,10.1.1.255,10.1.1.255,1
0.500000,16,added,10.1.1.3,10.1.1.3,1
0.500000,16,added,10.1.1.4,10.1.1.4,1
0.500000,16,added,10.1.1.7,10.1.1.7,1
0.500000,16,added,10.1.1.8,10.1.1.8,1
0.500000,16,added,10.1.1.9,10.1.1.9,1
0.500000,16,added,127.0.0.1,127.0.0.1,1
0.500000,17,added,10.1.1.10,10.1.1.10,1
0.500000,17,added,10.1.1.12,10.1.1.12,1
0.500000,17,added,10.1.1.13,10.1.1.13,1
0.500000,17,added,10.1.1.14,10.1.1.14,1
0.500000,17,added,10.1.1.15,10.1.1.15,1
0.500000,17,added,10.1.1.16,10.1.1.16,1
0.500000,17,added,10.1.1.17,10.1.1.17,1
0.500000,17,added,10.1.1.19,10.1.1.19,1
0.500000,17,added,10.1.1.2,10.1.1.2,1
0.500000,17,added,10.1.1.20,10.1.1.20,1
0.500000,17,added,10.1.1.255,10.1.1.255,1
0.500000,17,added,10.1.1.3,10.1.1.3,1
0.500000,17,added,10.1.1.4,10.1.1.4,1
0.500000,17,added,10.1.1.7,10.1.1.7,1
0.500000,17,added,10.1.1.8,10.1.1.8,1
0.500000,17,added,10.1.1.9,10.1.1.9,1
0.500000,17,added,127.0.0.1,127.0.0.1,1
0.500000,18,added,10.1.1.10,10.1.1.10,1
0.500000,18,added,10.1.1.12,10.1.1.12,1
0.500000,18,added,10.1.1.13,10.1.1.13,1
0.500000,18,added,10.1.1.14,10.1.1.14,1
0.500000,18,added,10.1.1.15,10.1.1.15,1
0.500000,18,added,10.1.1.16,10.1.1.16,1
0.500000,18,added,10.1.1.17,10.1.1.17,1
0.500000,18,added,10.1.1.18,10.1.1.18,1
0.500000,18,added,10.1.1.2,10.1.1.2,1
0.500000,18,added,10.1.1.20,10.1.1.20,1
0.500000,18,added,10.1.1.255,10.1.1.255,1
0.500000,18,added,10.1.1.3,10.1.1.3,1
0.500000,18,added,10.1.1.4,10.1.1.4,1
0.500000,18,added,10.1.1.7,10.1.1.7,1
0.500000,18,added,10.1.1.8,10.1.1.8,1
0.500000,18,added,10.1.1.9,10.1.1.9,1
0.500000,18,added,127.0.0.1,127.0.0.1,1
0.500000,19,added,10.1.1.10,10.1.1.10,1
0.500000,19,added,10.1.1.12,10.1.1.12,1
0.500000,19,added,10.1.1.13,10.1.1.13,1
0.500000,19,added,10.1.1.14,10.1.1.14,1
0.500000,19,added,10.1.1.15,10.1.1.15,1
0.500000,19,added,10.1.1.17,10.1.1.17,1
0.500000,19,added,10.1.1.18,10.1.1.18,1
0.500000,19,added,10.1.1.19,10.1.1.19,1
0.500000,19,added,10.1.1.255,10.1.1.255,1
0.500000,19,added,10.1.1.3,10.1.1.3,1
0.500000,19,added,10.1.1.4,10.1.1.4,1
0.500000,19,added,10.1.1.7,10.1.1.7,1
0.500000,19,added,10.1.1.8,10.1.1.8,1
0.500000,19,added,10.1.1.9,10.1.1.9,1
0.500000,19,added,127.0.0.1,127.0.0.1,1
1.500000,0,added,10.1.1.20,102.102.102.102,3
1.500000,0,added,10.1.1.6,10.1.1.6,1
1.500000,1,added,10.1.1.1,10.1.1.1,1
1.500000,1,added,10.1.1.11,10.1.1.11,1
1.500000,1,added,10.1.1.5,10.1.1.5,1
1.500000,1,added,10.1.1.6,10.1.1.6,1
1.500000,2,added,10.1.1.1,10.1.1.1,1
1.500000,2,added,10.1.1.11,10.1.1.11,1
1.500000,2,added,10.1.1.5,10.1.1.5,1
1.500000,2,added,10.1.1.6,10.1.1.6,1
1.500000,3,added,10.1.1.1,10.1.1.1,1
1.500000,3,added,10.1.1.11,10.1.1.11,1
1.500000,3,added,10.1.1.6,10.1.1.6,1
1.500000,4,added,10.1.1.16,10.1.1.9,2
1.500000,5,added,10.1.1.1,10.1.1.1,1
1.500000,5,added,10.1.1.15,10.1.1.2,2
1.500000,6,added,10.1.1.1,10.1.1.1,1
1.500000,6,added,10.1.1.5,10.1.1.5,1
1.500000,6,added,10.1.1.6,10.1.1.6,1
1.500000,7,added,10.1.1.1,10.1.1.1,1
1.500000,7,added,10.1.1.11,10.1.1.11,1
1.500000,7,added,10.1.1.5,10.1.1.5,1
1.500000,7,added,10.1.1.6,10.1.1.6,1
1.500000,8,added,10.1.1.1,10.1.1.1,1
1.500000,8,added,10.1.1.11,10.1.1.11,1
1.500000,8,added,10.1.1.6,10.1.1.6,1
1.500000,9,added,10.1.1.11,102.102.102.102,3
1.500000,10,added,10.1.1.1,10.1.1.1,1
1.500000,11,added,10.1.1.1,10.1.1.1,1
1.500000,11,added,10.1.1.5,10.1.1.5,1
1.500000,11,added,10.1.1.6,10.1.1.6,1
1.500000,12,added,10.1.1.1,10.1.1.1,1
1.500000,12,added,10.1.1.11,10.1.1.11,1
1.500000,12,added,10.1.1.5,10.1.1.5,1
1.500000,12,added,10.1.1.6,10.1.1.6,1
1.500000,13,added,10.1.1.1,10.1.1.1,1
1.500000,13,added,10.1.1.11,10.1.1.11,1
1.500000,13,added,10.1.1.5,10.1.1.5,1
1.500000,13,added,10.1.1.6,10.1.1.6,1
1.500000,14,added,10.1.1.6,10.1.1.2,2
1.500000,15,added,10.1.1.1,10.1.1.1,1
1.500000,15,added,10.1.1.5,10.1.1.9,2
1.500000,15,added,10.1.1.6,10.1.1.6,1
1.500000,16,added,10.1.1.1,10.1.1.1,1
1.500000,16,added,10.1.1.6,10.1.1.6,1
1.500000,17,added,10.1.1.1,10.1.1.1,1
1.500000,17,added,10.1.1.11,10.1.1.11,1
1.500000,17,added,10.1.1.5,10.1.1.5,1
1.500000,17,added,10.1.1.6,10.1.1.6,1
1.500000,18,added,10.1.1.11,10.1.1.11,1
1.500000,18,added,10.1.1.5,10.1.1.5,1
1.500000,18,added,10.1.1.6,10.1.1.6,1
1.500000,19,added,10.1.1.5,10.1.1.5,1
2.500000,0,updated,10.1.1.20,10.1.1.7,2
2.500000,4,added,10.1.1.11,10.1.1.15,3
2.500000,9,updated,10.1.1.11,10.1.1.4,2
2.500000,10,added,10.1.1.10,10.1.1.4,2
2.500000,14,added,10.1.1.11,10.1.1.17,2
2.500000,18,added,10.1.1.1,10.1.1.6,2
2.500000,19,added,10.1.1.1,10.1.1.12,2
4.500000,4,added,10.1.1.1,10.1.1.1,1
4.500000,5,added,10.1.1.20,10.1.1.19,2
4.500000,14,updated,10.1.1.11,10.1.1.11,1
5.500000,0,added,10.1.1.5,10.1.1.5,1
5.500000,9,updated,10.1.1.11,10.1.1.11,1
5.500000,10,added,10.1.1.15,10.1.1.15,1
6.500000,0,added,10.1.1.10,10.1.1.10,1
6.500000,4,added,10.1.1.6,10.1.1.6,1
6.500000,5,added,10.1.1.10,10.1.1.10,1
6.500000,5,added,10.1.1.5,10.1.1.5,1
6.500000,9,added,10.1.1.1,10.1.1.1,1
6.500000,9,added,10.1.1.6,10.1.1.6,1
6.500000,10,updated,10.1.1.10,10.1.1.10,1
6.500000,15,added,10.1.1.20,10.1.1.20,1
7.500000,4,updated,10.1.1.11,10.1.1.11,1
7.500000,14,added,10.1.1.16,10.1.1.16,1
7.500000,14,updated,10.1.1.6,10.1.1.6,1
7.500000,15,added,10.1.1.15,10.1.1.15,1
7.500000,19,added,10.1.1.16,10.1.1.16,1
8.500000,1,updated,10.1.1.19,10.1.1.14,2
8.500000,5,updated,10.1.1.15,10.1.1.15,1
8.500000,10,added,10.1.1.5,10.1.1.5,1
8.500000,18,updated,10.1.1.2,10.1.1.4,2
8.500000,19,added,10.1.1.2,10.1.1.4,2
9.500000,3,added,10.1.1.16,10.1.1.16,1
9.500000,4,added,10.1.1.17,10.1.1.17,1
9.500000,16,added,10.1.1.5,10.1.1.5,1
10.500000,0,added,10.1.1.15,10.1.1.15,1
10.500000,9,updated,10.1.1.11,10.1.1.17,2
10.500000,10,added,10.1.1.20,10.1.1.20,1
10.500000,14,added,10.1.1.1,10.1.1.1,1
10.500000,15,added,10.1.1.10,10.1.1.10,1
11.500000,15,added,10.1.1.4,10.1.1.4,1
12.500000,9,updated,10.1.1.11,10.1.1.11,1
12.500000,9,added,10.1.1.16,10.1.1.16,1
12.500000,19,added,10.1.1.11,10.1.1.11,1
13.500000,1,updated,10.1.1.19,10.1.1.18,2
13.500000,18,updated,10.1.1.2,10.1.1.9,2
13.500000,19,updated,10.1.1.2,10.1.1.9,2
14.500000,9,updated,10.1.1.11,10.1.1.9,2
15.500000,3,updated,10.1.1.18,10.1.1.16,2
15.500000,4,updated,10.1.1.16,10.1.1.16,1
15.500000,9,updated,10.1.1.11,10.1.1.11,1
15.500000,15,updated,10.1.1.5,10.1.1.5,1
15.500000,17,updated,10.1.1.10,10.1.1.2,2
15.500000,18,updated,10.1.1.10,10.1.1.20,2
15.500000,18,updated,10.1.1.5,10.1.1.20,2
16.500000,0,updated,10.1.1.10,10.1.1.5,2
16.500000,3,updated,10.1.1.18,10.1.1.18,1
16.500000,11,updated,10.1.1.13,10.1.1.19,2
16.500000,12,updated,10.1.1.2,10.1.1.7,2
16.500000,17,updated,10.1.1.10,10.1.1.10,1
16.500000,18,updated,10.1.1.10,10.1.1.10,1
16.500000,18,updated,10.1.1.2,10.1.1.12,2
16.500000,18,updated,10.1.1.5,10.1.1.15,2
16.500000,19,updated,10.1.1.2,10.1.1.12,2
16.500000,19,updated,10.1.1.5,10.1.1.15,2
17.500000,11,updated,10.1.1.13,10.1.1.13,1
17.500000,12,updated,10.1.1.2,10.1.1.2,1
17.500000,12,updated,10.1.1.6,10.1.1.9,2
17.500000,18,updated,10.1.1.6,10.1.1.17,2
17.500000,19,added,10.1.1.6,10.1.1.17,2
18.500000,0,updated,10.1.1.10,10.1.1.10,1
18.500000,11,updated,10.1.1.9,10.1.1.6,2
18.500000,18,updated,10.1.1.9,10.1.1.11,2
19.500000,11,updated,10.1.1.9,10.1.1.9,1
19.500000,12,updated,10.1.1.6,10.1.1.6,1
20.500000,19,removed,10.1.1.1,10.1.1.12,2
21.500000,5,removed,10.1.1.20,10.1.1.19,2
22.500000,5,removed,10.1.1.19,10.1.1.19,1
22.500000,18,removed,10.1.1.1,10.1.1.6,2
24.500000,18,updated,10.1.1.2,10.1.1.2,1
25.500000,0,added,10.1.1.19,10.1.1.19,1
25.500000,1,updated,10.1.1.19,10.1.1.19,1
25.500000,5,added,10.1.1.19,10.1.1.19,1
25.500000,18,added,10.1.1.1,10.1.1.1,1
25.500000,18,updated,10.1.1.9,10.1.1.9,1
25.500000,18,removed,10.1.1.6,10.1.1.17,2
25.500000,19,removed,10.1.1.2,10.1.1.12,2
26.500000,0,updated,10.1.1.20,10.1.1.14,2
26.500000,18,added,10.1.1.6,10.1.1.6,1
26.500000,19,added,10.1.1.1,10.1.1.10,2
27.500000,8,updated,10.1.1.13,10.1.1.6,2
27.500000,10,updated,10.1.1.13,10.1.1.6,2
27.500000,12,updated,10.1.1.9,10.1.1.6,2
27.500000,14,updated,10.1.1.7,10.1.1.16,2
27.500000,19,updated,10.1.1.6,10.1.1.12,2
27.500000,19,updated,10.1.1.9,10.1.1.11,2
28.500000,1,updated,10.1.1.12,10.1.1.5,2
28.500000,3,updated,10.1.1.12,10.1.1.5,2
28.500000,3,updated,10.1.1.17,10.1.1.15,2
28.500000,3,removed,10.1.1.19,10.1.1.19,1
28.500000,3,removed,10.1.1.20,10.1.1.20,1
28.500000,4,updated,10.1.1.13,10.1.1.2,2
28.500000,4,updated,10.1.1.8,10.1.1.4,3
28.500000,4,removed,10.1.1.19,10.1.1.19,1
28.500000,7,updated,10.1.1.12,10.1.1.6,2
28.500000,8,updated,10.1.1.13,10.1.1.13,1
28.500000,10,updated,10.1.1.13,10.1.1.13,1
28.500000,12,updated,10.1.1.9,10.1.1.9,1
28.500000,14,updated,10.1.1.1,10.1.1.8,2
28.500000,14,updated,10.1.1.7,10.1.1.7,1
28.500000,18,updated,10.1.1.4,10.1.1.17,2
28.500000,18,updated,10.1.1.5,10.1.1.7,3
28.500000,19,updated,10.1.1.1,10.1.1.12,2
28.500000,19,added,10.1.1.2,10.1.1.19,2
28.500000,19,updated,10.1.1.4,10.1.1.17,2
28.500000,19,updated,10.1.1.5,10.1.1.7,3
29.500000,1,updated,10.1.1.12,10.1.1.12,1
29.500000,3,updated,10.1.1.12,10.1.1.12,1
29.500000,3,updated,10.1.1.17,10.1.1.17,1
29.500000,4,updated,10.1.1.13,10.1.1.13,1
29.500000,4,updated,10.1.1.8,10.1.1.8,1
29.500000,7,updated,10.1.1.12,10.1.1.12,1
29.500000,11,updated,10.1.1.16,10.1.1.11,3
29.500000,14,updated,10.1.1.1,10.1.1.1,1
29.500000,19,updated,10.1.1.1,10.1.1.1,1
29.500000,19,updated,10.1.1.2,10.1.1.2,1
29.500000,19,updated,10.1.1.9,10.1.1.9,1
