time,node,posX,posY,posZ,velX,velY,velZ
0.000000,10,0.000000,200.000000,0.000000,0.000000,0.000000,0.000000
0.000000,11,100.000000,200.000000,0.000000,0.000000,0.000000,0.000000
0.000000,12,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000
0.000000,13,300.000000,200.000000,0.000000,0.000000,0.000000,0.000000
0.000000,14,400.000000,200.000000,0.000000,0.000000,0.000000,0.000000
0.000000,15,0.000000,300.000000,0.000000,0.000000,0.000000,0.000000
0.000000,16,100.000000,300.000000,0.000000,0.000000,0.000000,0.000000
0.000000,17,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000
0.000000,18,300.000000,300.000000,0.000000,0.000000,0.000000,0.000000
0.000000,19,400.000000,300.000000,0.000000,0.000000,0.000000,0.000000
2.000000,0,0.000000,0.000000,0.000000,7.251504,3.193619,0.000000
2.000000,1,100.000000,0.000000,0.000000,3.880045,2.861470,0.000000
2.000000,2,200.000000,0.000000,0.000000,2.809155,4.388625,0.000000
2.000000,3,300.000000,0.000000,0.000000,-7.265280,1.365494,0.000000
2.000000,4,400.000000,0.000000,0.000000,-9.229436,0.664581,0.000000
2.000000,5,0.000000,100.000000,0.000000,4.949882,-1.785800,0.000000
2.000000,6,100.000000,100.000000,0.000000,6.284426,1.843803,0.000000
2.000000,7,200.000000,100.000000,0.000000,8.607011,2.140131,0.000000
2.000000,8,300.000000,100.000000,0.000000,-3.382857,-3.502218,0.000000
2.000000,9,400.000000,100.000000,0.000000,-4.682716,3.879907,0.000000
2.000000,10,0.000000,200.000000,0.000000,7.110779,-2.078262,0.000000
2.000000,11,100.000000,200.000000,0.000000,7.081414,-4.092981,0.000000
2.000000,12,200.000000,200.000000,0.000000,7.545686,1.107376,0.000000
2.000000,13,300.000000,200.000000,0.000000,-6.870453,2.769976,0.000000
2.000000,14,400.000000,200.000000,0.000000,-5.669248,2.631409,0.000000
2.000000,15,0.000000,300.000000,0.000000,6.451490,1.399648,0.000000
2.000000,16,100.000000,300.000000,0.000000,4.065546,0.040892,0.000000
2.000000,17,200.000000,300.000000,0.000000,-0.277819,-8.533469,0.000000
2.000000,18,300.000000,300.000000,0.000000,-0.098147,7.479718,0.000000
2.000000,19,400.000000,300.000000,0.000000,-1.627680,4.954219,0.000000
10.431788,17,197.657493,228.047598,0.000000,0.000000,0.000000,0.000000
12.431788,17,197.657493,228.047598,0.000000,5.842513,3.672220,0.000000
13.957389,7,302.917375,125.590381,0.000000,0.000000,0.000000,0.000000
15.397730,5,66.317186,76.074334,0.000000,0.000000,0.000000,0.000000
15.734964,6,186.316363,125.324562,0.000000,0.000000,0.000000,0.000000
15.957389,7,302.917375,125.590381,0.000000,4.284045,1.648678,0.000000
17.397730,5,66.317186,76.074334,0.000000,-0.610397,4.188901,0.000000
17.734964,6,186.316363,125.324562,0.000000,-5.825191,4.793039,0.000000
18.488356,18,298.381722,423.328251,0.000000,0.000000,0.000000,0.000000
20.488356,18,298.381722,423.328251,0.000000,-5.835396,-2.286280,0.000000
20.772758,8,236.494447,34.253701,0.000000,0.000000,0.000000,0.000000
22.772758,8,236.494447,34.253701,0.000000,-4.122065,6.436868,0.000000
25.877388,19,361.135242,418.293814,0.000000,0.000000,0.000000,0.000000
27.717338,9,279.573013,199.780891,0.000000,0.000000,0.000000,0.000000
27.877388,19,361.135242,418.293814,0.000000,-3.331076,-7.690174,0.000000
28.695179,11,289.039619,90.737150,0.000000,0.000000,0.000000,0.000000
29.235644,12,405.511619,230.160102,0.000000,0.000000,0.000000,0.000000
29.717338,9,279.573013,199.780891,0.000000,-3.449273,2.584613,0.000000
30.695179,11,289.039619,90.737150,0.000000,-6.810504,4.533304,0.000000
31.235644,12,405.511619,230.160102,0.000000,0.794387,5.764064,0.000000
31.388940,2,282.558075,128.977043,0.000000,0.000000,0.000000,0.000000
32.472859,13,90.637648,284.409100,0.000000,0.000000,0.000000,0.000000
33.388940,2,282.558075,128.977043,0.000000,-4.455915,7.674960,0.000000
34.472859,13,90.637648,284.409100,0.000000,5.945007,-1.532364,0.000000
35.088031,4,94.616149,21.989691,0.000000,0.000000,0.000000,0.000000
35.222078,8,185.177537,114.388330,0.000000,0.000000,0.000000,0.000000
36.732558,11,247.922026,118.106423,0.000000,0.000000,0.000000,0.000000
37.088031,4,94.616149,21.989691,0.000000,4.031527,5.644805,0.000000
37.222078,8,185.177537,114.388330,0.000000,-7.092817,1.405670,0.000000
38.732558,11,247.922026,118.106423,0.000000,-7.989311,-3.030917,0.000000
