time,node,src,dst,hopcount,interface
5.299156,20,10.1.1.21,10.1.1.35,2,1
5.302403,18,10.1.1.19,10.1.1.22,2,1
5.304607,11,10.1.1.5,10.1.1.16,1,1
5.304607,11,10.1.1.16,10.1.1.5,1,1
5.304607,10,10.1.1.5,10.1.1.16,1,1
5.304607,10,10.1.1.16,10.1.1.5,1,1
5.304607,2,10.1.1.5,10.1.1.16,1,1
5.304607,2,10.1.1.16,10.1.1.5,1,1
5.304607,17,10.1.1.5,10.1.1.16,1,1
5.304607,17,10.1.1.16,10.1.1.5,1,1
5.304607,24,10.1.1.5,10.1.1.16,1,1
5.304607,24,10.1.1.16,10.1.1.5,1,1
5.304607,15,10.1.1.5,10.1.1.16,0,1
5.310243,15,10.1.1.16,10.1.1.5,1,1
5.313842,4,10.1.1.5,10.1.1.16,1,1
5.316059,7,10.1.1.8,10.1.1.33,2,1
5.317300,22,10.1.1.2,10.1.1.23,0,1
5.322537,30,10.1.1.9,10.1.1.4,2,1
5.322537,30,10.1.1.4,10.1.1.9,2,1
5.326484,38,10.1.1.9,10.1.1.4,3,1
5.326484,38,10.1.1.4,10.1.1.9,3,1
5.326484,37,10.1.1.9,10.1.1.4,2,1
5.326484,37,10.1.1.4,10.1.1.9,3,1
5.326484,39,10.1.1.9,10.1.1.4,3,1
5.326484,39,10.1.1.4,10.1.1.9,3,1
5.326484,33,10.1.1.9,10.1.1.4,2,1
5.326484,33,10.1.1.4,10.1.1.9,3,1
5.326484,36,10.1.1.9,10.1.1.4,2,1
5.326484,36,10.1.1.4,10.1.1.9,3,1
5.326484,35,10.1.1.9,10.1.1.4,3,1
5.326484,35,10.1.1.4,10.1.1.9,3,1
5.327737,27,10.1.1.9,10.1.1.4,2,1
5.327737,27,10.1.1.4,10.1.1.9,3,1
5.327737,34,10.1.1.9,10.1.1.4,2,1
5.327737,34,10.1.1.4,10.1.1.9,3,1
5.328603,31,10.1.1.9,10.1.1.4,2,1
5.328603,31,10.1.1.9,10.1.1.4,3,1
5.330552,0,10.1.1.2,10.1.1.39,3,1
5.330552,0,10.1.1.39,10.1.1.2,1,1
5.341168,18,10.1.1.4,10.1.1.9,3,1
5.341168,18,10.1.1.4,10.1.1.9,4,1
5.348502,3,10.1.1.4,10.1.1.9,4,1
5.349161,5,10.1.1.14,10.1.1.27,2,1
5.349161,5,10.1.1.14,10.1.1.27,3,1
5.349606,31,10.1.1.9,10.1.1.4,2,1
5.349606,31,10.1.1.9,10.1.1.4,3,1
5.350425,9,10.1.1.9,10.1.1.4,2,1
5.350425,9,10.1.1.9,10.1.1.4,3,1
5.351562,9,10.1.1.4,10.1.1.9,2,1
5.351562,9,10.1.1.4,10.1.1.9,2,1
5.354344,38,10.1.1.39,10.1.1.2,3,1
5.355691,4,10.1.1.5,10.1.1.16,0,1
5.364077,31,10.1.1.9,10.1.1.4,3,1
5.364077,31,10.1.1.9,10.1.1.4,4,1
5.365861,39,10.1.1.24,10.1.1.11,4,1
5.369884,32,10.1.1.33,10.1.1.8,5,1
5.375533,26,10.1.1.9,10.1.1.4,2,1
5.375533,26,10.1.1.9,10.1.1.4,3,1
5.378964,1,10.1.1.2,10.1.1.39,3,1
5.382817,16,10.1.1.17,10.1.1.29,1,1
5.384180,31,10.1.1.21,10.1.1.35,3,1
5.384180,31,10.1.1.21,10.1.1.35,4,1
5.384819,24,10.1.1.35,10.1.1.21,2,1
5.384819,24,10.1.1.35,10.1.1.21,3,1
5.387339,4,10.1.1.5,10.1.1.16,1,1
5.391521,15,10.1.1.16,10.1.1.5,1,1
5.393000,23,10.1.1.24,10.1.1.4,3,1
5.393719,6,10.1.1.7,10.1.1.34,1,1
5.396381,6,10.1.1.13,10.1.1.28,2,1
5.396381,6,10.1.1.13,10.1.1.28,3,1
5.397586,31,10.1.1.9,10.1.1.4,2,1
5.397586,31,10.1.1.9,10.1.1.4,3,1
5.397600,12,10.1.1.7,10.1.1.34,1,1
5.397600,12,10.1.1.34,10.1.1.7,1,1
5.397601,11,10.1.1.7,10.1.1.34,1,1
5.397601,11,10.1.1.34,10.1.1.7,1,1
5.397601,26,10.1.1.7,10.1.1.34,1,1
5.397601,26,10.1.1.34,10.1.1.7,1,1
5.400676,17,10.1.1.5,10.1.1.36,2,1
5.400676,17,10.1.1.36,10.1.1.5,2,1
5.400677,32,10.1.1.5,10.1.1.36,2,1
5.400677,32,10.1.1.36,10.1.1.5,2,1
5.400677,14,10.1.1.5,10.1.1.36,1,1
5.400677,14,10.1.1.36,10.1.1.5,2,1
5.400677,29,10.1.1.5,10.1.1.36,1,1
5.400677,29,10.1.1.36,10.1.1.5,2,1
5.403334,33,10.1.1.7,10.1.1.34,0,1
5.409115,35,10.1.1.5,10.1.1.36,0,1
5.409480,10,10.1.1.5,10.1.1.36,2,1
5.409480,10,10.1.1.5,10.1.1.36,3,1
5.415458,29,10.1.1.36,10.1.1.5,2,1
5.415458,29,10.1.1.36,10.1.1.5,3,1
5.431034,11,10.1.1.12,10.1.1.29,3,1
5.432155,11,10.1.1.12,10.1.1.29,4,1
5.433133,4,10.1.1.5,10.1.1.36,3,1
5.438501,24,10.1.1.40,10.1.1.24,1,1
5.438501,24,10.1.1.24,10.1.1.40,2,1
5.438806,38,10.1.1.40,10.1.1.24,1,1
5.438806,38,10.1.1.40,10.1.1.24,2,1
5.444975,29,10.1.1.40,10.1.1.24,1,1
5.444975,29,10.1.1.24,10.1.1.40,2,1
5.444975,23,10.1.1.40,10.1.1.24,0,1
5.444975,16,10.1.1.40,10.1.1.24,1,1
5.444975,16,10.1.1.24,10.1.1.40,2,1
5.444976,14,10.1.1.40,10.1.1.24,1,1
5.444976,14,10.1.1.24,10.1.1.40,2,1
5.445322,30,10.1.1.40,10.1.1.24,1,1
5.445322,30,10.1.1.40,10.1.1.24,2,1
5.448922,23,10.1.1.24,10.1.1.40,2,1
5.450045,39,10.1.1.40,10.1.1.24,2,1
