time,node,src,dst,hopcount,interface
10.252947,16,10.1.1.10,10.1.1.11,1,1
10.252947,16,10.1.1.11,10.1.1.10,1,1
10.252947,10,10.1.1.10,10.1.1.11,0,1
10.252947,5,10.1.1.10,10.1.1.11,1,1
10.252947,5,10.1.1.11,10.1.1.10,1,1
10.252947,15,10.1.1.10,10.1.1.11,1,1
10.252947,15,10.1.1.11,10.1.1.10,1,1
10.271058,10,10.1.1.11,10.1.1.10,1,1
10.276073,9,10.1.1.10,10.1.1.11,1,1
10.284201,10,10.1.1.11,10.1.1.10,1,1
10.286778,9,10.1.1.10,10.1.1.11,1,1
11.272564,10,10.1.1.11,10.1.1.10,1,1
11.277455,9,10.1.1.10,10.1.1.11,1,1
11.279755,10,10.1.1.11,10.1.1.10,1,1
13.008946,17,10.1.1.7,10.1.1.14,1,1
13.008946,17,10.1.1.14,10.1.1.7,1,1
13.008946,13,10.1.1.7,10.1.1.14,0,1
13.008946,12,10.1.1.7,10.1.1.14,1,1
13.008946,12,10.1.1.14,10.1.1.7,1,1
13.008947,9,10.1.1.7,10.1.1.14,1,1
13.008947,9,10.1.1.14,10.1.1.7,1,1
13.008947,16,10.1.1.7,10.1.1.14,1,1
13.008947,16,10.1.1.14,10.1.1.7,1,1
13.008947,14,10.1.1.7,10.1.1.14,1,1
13.008947,14,10.1.1.14,10.1.1.7,1,1
13.008947,18,10.1.1.7,10.1.1.14,1,1
13.008947,18,10.1.1.14,10.1.1.7,1,1
13.008947,19,10.1.1.7,10.1.1.14,1,1
13.008947,19,10.1.1.14,10.1.1.7,1,1
13.010839,3,10.1.1.2,10.1.1.19,1,1
13.010839,3,10.1.1.19,10.1.1.2,1,1
13.010839,2,10.1.1.2,10.1.1.19,1,1
13.010839,2,10.1.1.19,10.1.1.2,1,1
13.010839,8,10.1.1.2,10.1.1.19,1,1
13.010839,8,10.1.1.19,10.1.1.2,1,1
13.010839,11,10.1.1.2,10.1.1.19,1,1
13.010839,11,10.1.1.19,10.1.1.2,1,1
13.010839,4,10.1.1.2,10.1.1.19,1,1
13.010839,4,10.1.1.19,10.1.1.2,1,1
13.010839,7,10.1.1.2,10.1.1.19,1,1
13.010839,7,10.1.1.19,10.1.1.2,1,1
13.010839,17,10.1.1.2,10.1.1.19,1,1
13.010839,17,10.1.1.19,10.1.1.2,1,1
13.010839,13,10.1.1.2,10.1.1.19,1,1
13.010839,13,10.1.1.19,10.1.1.2,1,1
13.010839,12,10.1.1.2,10.1.1.19,1,1
13.010839,12,10.1.1.19,10.1.1.2,1,1
13.010839,9,10.1.1.2,10.1.1.19,1,1
13.010839,9,10.1.1.19,10.1.1.2,1,1
13.010840,16,10.1.1.2,10.1.1.19,1,1
13.010840,16,10.1.1.19,10.1.1.2,1,1
13.010840,14,10.1.1.2,10.1.1.19,1,1
13.010840,14,10.1.1.19,10.1.1.2,1,1
13.010840,15,10.1.1.2,10.1.1.19,1,1
13.010840,15,10.1.1.19,10.1.1.2,1,1
13.013219,1,10.1.1.2,10.1.1.19,1,1
13.025944,18,10.1.1.19,10.1.1.2,1,1
13.031754,13,10.1.1.14,10.1.1.7,1,1
13.032313,1,10.1.1.2,10.1.1.19,1,1
13.038612,6,10.1.1.7,10.1.1.14,1,1
13.039655,18,10.1.1.19,10.1.1.2,1,1
13.044876,18,10.1.1.19,10.1.1.2,1,1
13.045917,18,10.1.1.19,10.1.1.2,1,1
13.046696,6,10.1.1.7,10.1.1.14,1,1
13.048657,1,10.1.1.2,10.1.1.19,1,1
13.049676,18,10.1.1.19,10.1.1.2,1,1
13.050898,18,10.1.1.19,10.1.1.2,1,1
13.052994,6,10.1.1.7,10.1.1.14,1,1
13.053753,1,10.1.1.2,10.1.1.19,1,1
13.054976,18,10.1.1.19,10.1.1.2,1,1
13.056852,13,10.1.1.14,10.1.1.7,1,1
13.059972,13,10.1.1.14,10.1.1.7,1,1
13.061214,6,10.1.1.7,10.1.1.14,0,1
13.067217,1,10.1.1.2,10.1.1.19,1,1
13.068498,1,10.1.1.2,10.1.1.19,1,1
13.069979,1,10.1.1.2,10.1.1.19,1,1
13.071299,1,10.1.1.2,10.1.1.19,1,1
13.072740,1,10.1.1.2,10.1.1.19,1,1
13.076441,6,10.1.1.2,10.1.1.14,1,1
13.076441,6,10.1.1.14,10.1.1.2,1,1
13.076441,17,10.1.1.2,10.1.1.14,1,1
13.076441,17,10.1.1.14,10.1.1.2,1,1
13.076441,13,10.1.1.2,10.1.1.14,0,1
13.076441,12,10.1.1.2,10.1.1.14,1,1
13.076441,12,10.1.1.14,10.1.1.2,1,1
13.076441,9,10.1.1.2,10.1.1.14,1,1
13.076441,9,10.1.1.14,10.1.1.2,1,1
13.076441,16,10.1.1.2,10.1.1.14,1,1
13.076441,16,10.1.1.14,10.1.1.2,1,1
13.076441,14,10.1.1.2,10.1.1.14,1,1
13.076441,14,10.1.1.14,10.1.1.2,1,1
13.077717,1,10.1.1.2,10.1.1.14,0,1
13.078877,19,10.1.1.2,10.1.1.14,1,1
13.078877,19,10.1.1.14,10.1.1.2,2,1
13.078877,18,10.1.1.2,10.1.1.14,1,1
13.078877,18,10.1.1.14,10.1.1.2,2,1
13.079262,13,10.1.1.14,10.1.1.2,1,1
13.084759,13,10.1.1.14,10.1.1.2,1,1
13.085318,13,10.1.1.14,10.1.1.2,1,1
13.091863,1,10.1.1.2,10.1.1.14,1,1
13.094152,1,10.1.1.2,10.1.1.14,1,1
13.094932,13,10.1.1.14,10.1.1.2,1,1
13.099791,1,10.1.1.2,10.1.1.14,1,1
13.263316,18,10.1.1.19,10.1.1.2,1,1
14.017525,13,10.1.1.14,10.1.1.7,1,1
14.018818,1,10.1.1.2,10.1.1.19,1,1
14.022725,18,10.1.1.19,10.1.1.2,1,1
14.023304,13,10.1.1.14,10.1.1.7,1,1
14.024916,13,10.1.1.14,10.1.1.2,1,1
14.026605,13,10.1.1.14,10.1.1.2,1,1
14.029748,6,10.1.1.7,10.1.1.14,1,1
14.033632,8,10.1.1.2,10.1.1.14,1,1
14.033632,8,10.1.1.2,10.1.1.14,2,1
14.035709,13,10.1.1.14,10.1.1.7,1,1
14.036269,13,10.1.1.14,10.1.1.2,2,1
14.039885,1,10.1.1.2,10.1.1.14,2,1
14.259435,7,10.1.1.10,10.1.1.11,1,1
14.259435,7,10.1.1.11,10.1.1.10,1,1
14.259435,8,10.1.1.10,10.1.1.11,1,1
14.259435,8,10.1.1.11,10.1.1.10,1,1
14.259435,2,10.1.1.10,10.1.1.11,1,1
14.259435,2,10.1.1.11,10.1.1.10,1,1
14.259435,4,10.1.1.10,10.1.1.11,1,1
14.259435,4,10.1.1.11,10.1.1.10,1,1
14.259436,3,10.1.1.10,10.1.1.11,1,1
14.259436,3,10.1.1.11,10.1.1.10,1,1
14.259436,1,10.1.1.10,10.1.1.11,1,1
14.259436,1,10.1.1.11,10.1.1.10,1,1
14.259436,16,10.1.1.10,10.1.1.11,1,1
14.259436,16,10.1.1.11,10.1.1.10,1,1
14.259436,18,10.1.1.10,10.1.1.11,1,1
14.259436,18,10.1.1.11,10.1.1.10,1,1
14.259436,10,10.1.1.10,10.1.1.11,0,1
14.259436,0,10.1.1.10,10.1.1.11,1,1
14.259436,0,10.1.1.11,10.1.1.10,1,1
14.259436,5,10.1.1.10,10.1.1.11,1,1
14.259436,5,10.1.1.11,10.1.1.10,1,1
14.259436,15,10.1.1.10,10.1.1.11,1,1
14.259436,15,10.1.1.11,10.1.1.10,1,1
14.262549,10,10.1.1.11,10.1.1.10,1,1
14.273659,9,10.1.1.10,10.1.1.11,1,1
14.275908,10,10.1.1.11,10.1.1.10,1,1
14.278352,10,10.1.1.11,10.1.1.10,1,1
14.278891,9,10.1.1.10,10.1.1.11,1,1
14.282261,9,10.1.1.10,10.1.1.11,1,1
14.288397,9,10.1.1.10,10.1.1.11,1,1
14.288976,10,10.1.1.11,10.1.1.10,1,1
14.289555,10,10.1.1.11,10.1.1.10,1,1
14.290686,9,10.1.1.10,10.1.1.11,1,1
14.292563,10,10.1.1.11,10.1.1.10,1,1
14.293102,10,10.1.1.11,10.1.1.10,1,1
14.293910,10,10.1.1.11,10.1.1.10,1,1
14.295986,9,10.1.1.10,10.1.1.11,1,1
14.308018,10,10.1.1.11,10.1.1.10,1,1
14.504719,16,10.1.1.10,10.1.1.11,1,1
14.504719,16,10.1.1.11,10.1.1.10,1,1
14.504719,18,10.1.1.10,10.1.1.11,1,1
14.504719,18,10.1.1.11,10.1.1.10,1,1
14.504719,10,10.1.1.10,10.1.1.11,0,1
14.504720,0,10.1.1.10,10.1.1.11,1,1
14.504720,0,10.1.1.11,10.1.1.10,1,1
14.504720,5,10.1.1.10,10.1.1.11,1,1
14.504720,5,10.1.1.11,10.1.1.10,1,1
14.504720,15,10.1.1.10,10.1.1.11,1,1
14.504720,15,10.1.1.11,10.1.1.10,1,1
14.505992,8,10.1.1.5,10.1.1.16,1,1
14.505992,8,10.1.1.16,10.1.1.5,1,1
14.505992,2,10.1.1.5,10.1.1.16,1,1
14.505992,2,10.1.1.16,10.1.1.5,1,1
14.505992,3,10.1.1.5,10.1.1.16,1,1
14.505992,3,10.1.1.16,10.1.1.5,1,1
14.505992,7,10.1.1.5,10.1.1.16,1,1
14.505992,7,10.1.1.16,10.1.1.5,1,1
14.505992,1,10.1.1.5,10.1.1.16,1,1
14.505992,1,10.1.1.16,10.1.1.5,1,1
14.505992,9,10.1.1.5,10.1.1.16,1,1
14.505992,9,10.1.1.16,10.1.1.5,1,1
14.505992,6,10.1.1.5,10.1.1.16,1,1
14.505992,6,10.1.1.16,10.1.1.5,1,1
14.505992,11,10.1.1.5,10.1.1.16,1,1
14.505992,11,10.1.1.16,10.1.1.5,1,1
14.505992,0,10.1.1.5,10.1.1.16,1,1
14.505992,0,10.1.1.16,10.1.1.5,1,1
14.505992,12,10.1.1.5,10.1.1.16,1,1
14.505992,12,10.1.1.16,10.1.1.5,1,1
14.505993,14,10.1.1.5,10.1.1.16,1,1
14.505993,14,10.1.1.16,10.1.1.5,1,1
14.505993,5,10.1.1.5,10.1.1.16,1,1
14.505993,5,10.1.1.16,10.1.1.5,1,1
14.505993,13,10.1.1.5,10.1.1.16,1,1
14.505993,13,10.1.1.16,10.1.1.5,1,1
14.505993,17,10.1.1.5,10.1.1.16,1,1
14.505993,17,10.1.1.16,10.1.1.5,1,1
14.505993,10,10.1.1.5,10.1.1.16,1,1
14.505993,10,10.1.1.16,10.1.1.5,1,1
14.505993,19,10.1.1.5,10.1.1.16,1,1
14.505993,19,10.1.1.16,10.1.1.5,1,1
14.506298,4,10.1.1.5,10.1.1.16,1,1
14.506897,4,10.1.1.5,10.1.1.16,1,1
14.507457,9,10.1.1.10,10.1.1.11,1,1
14.516069,4,10.1.1.5,10.1.1.16,1,1
14.516649,10,10.1.1.11,10.1.1.10,1,1
14.518968,4,10.1.1.5,10.1.1.16,1,1
14.531790,9,10.1.1.10,10.1.1.11,1,1
14.536559,15,10.1.1.16,10.1.1.5,1,1
14.537893,10,10.1.1.11,10.1.1.10,1,1
14.542242,6,10.1.1.3,10.1.1.18,1,1
14.542242,6,10.1.1.18,10.1.1.3,2,1
14.542242,1,10.1.1.3,10.1.1.18,1,1
14.542242,1,10.1.1.18,10.1.1.3,2,1
14.542242,11,10.1.1.3,10.1.1.18,1,1
14.542242,11,10.1.1.18,10.1.1.3,2,1
14.542242,9,10.1.1.3,10.1.1.18,1,1
14.542242,9,10.1.1.18,10.1.1.3,2,1
14.542242,12,10.1.1.3,10.1.1.18,1,1
14.542242,12,10.1.1.18,10.1.1.3,2,1
14.542242,13,10.1.1.3,10.1.1.18,1,1
14.542242,13,10.1.1.18,10.1.1.3,2,1
14.542242,17,10.1.1.3,10.1.1.18,0,1
14.542242,14,10.1.1.3,10.1.1.18,1,1
14.542242,14,10.1.1.18,10.1.1.3,2,1
14.542243,10,10.1.1.3,10.1.1.18,1,1
14.542243,10,10.1.1.18,10.1.1.3,2,1
14.542243,16,10.1.1.3,10.1.1.18,1,1
14.542243,16,10.1.1.18,10.1.1.3,2,1
14.542243,15,10.1.1.3,10.1.1.18,1,1
14.542243,15,10.1.1.18,10.1.1.3,2,1
14.542243,19,10.1.1.3,10.1.1.18,1,1
14.542243,19,10.1.1.18,10.1.1.3,2,1
14.542243,18,10.1.1.3,10.1.1.18,1,1
14.542243,18,10.1.1.18,10.1.1.3,2,1
14.544855,15,10.1.1.16,10.1.1.5,1,1
14.545455,10,10.1.1.11,10.1.1.10,1,1
14.546849,8,10.1.1.3,10.1.1.18,1,1
14.546849,8,10.1.1.3,10.1.1.18,2,1
14.555086,4,10.1.1.5,10.1.1.16,1,1
14.556771,8,10.1.1.3,10.1.1.18,1,1
14.556771,8,10.1.1.3,10.1.1.18,2,1
14.561842,8,10.1.1.3,10.1.1.18,1,1
14.561842,8,10.1.1.3,10.1.1.18,2,1
14.562864,8,10.1.1.3,10.1.1.18,1,1
14.562864,8,10.1.1.3,10.1.1.18,2,1
14.569292,17,10.1.1.18,10.1.1.3,2,1
14.570897,17,10.1.1.18,10.1.1.3,2,1
14.571958,8,10.1.1.3,10.1.1.18,1,1
14.571958,8,10.1.1.3,10.1.1.18,2,1
14.573100,17,10.1.1.18,10.1.1.3,2,1
14.574433,17,10.1.1.18,10.1.1.3,2,1
14.577435,17,10.1.1.18,10.1.1.3,2,1
14.579471,4,10.1.1.5,10.1.1.16,1,1
14.580070,17,10.1.1.18,10.1.1.3,2,1
14.580710,8,10.1.1.5,10.1.1.9,0,1
14.582221,4,10.1.1.5,10.1.1.16,1,1
14.582781,17,10.1.1.18,10.1.1.3,2,1
14.584737,8,10.1.1.3,10.1.1.18,0,1
14.584737,8,10.1.1.3,10.1.1.18,1,1
14.586342,4,10.1.1.5,10.1.1.16,1,1
14.589619,4,10.1.1.5,10.1.1.16,1,1
14.600181,2,10.1.1.3,10.1.1.18,2,1
14.603317,8,10.1.1.3,10.1.1.18,1,1
14.603317,8,10.1.1.3,10.1.1.18,2,1
14.605848,2,10.1.1.3,10.1.1.18,2,1
14.606567,4,10.1.1.5,10.1.1.16,1,1
14.608585,10,10.1.1.11,10.1.1.10,1,1
14.609184,2,10.1.1.3,10.1.1.18,2,1
14.612831,8,10.1.1.5,10.1.1.18,1,1
14.612831,8,10.1.1.18,10.1.1.5,1,1
14.612831,2,10.1.1.5,10.1.1.18,3,1
14.612831,2,10.1.1.18,10.1.1.5,1,0
14.612831,2,10.1.1.18,10.1.1.5,1,0
14.612831,1,10.1.1.5,10.1.1.18,1,1
14.612831,1,10.1.1.18,10.1.1.5,1,1
14.612831,9,10.1.1.5,10.1.1.18,1,1
14.612831,9,10.1.1.18,10.1.1.5,1,1
14.612831,6,10.1.1.5,10.1.1.18,1,1
14.612831,6,10.1.1.18,10.1.1.5,1,1
14.612831,11,10.1.1.5,10.1.1.18,1,1
14.612831,11,10.1.1.18,10.1.1.5,1,1
14.612831,12,10.1.1.5,10.1.1.18,1,1
14.612831,12,10.1.1.18,10.1.1.5,1,1
14.612831,14,10.1.1.5,10.1.1.18,1,1
14.612831,14,10.1.1.18,10.1.1.5,1,1
14.612831,13,10.1.1.5,10.1.1.18,1,1
14.612831,13,10.1.1.18,10.1.1.5,1,1
14.612831,17,10.1.1.5,10.1.1.18,0,1
14.612831,10,10.1.1.5,10.1.1.18,1,1
14.612831,10,10.1.1.18,10.1.1.5,1,1
14.612832,16,10.1.1.5,10.1.1.18,1,1
14.612832,16,10.1.1.18,10.1.1.5,1,1
14.612832,19,10.1.1.5,10.1.1.18,1,1
14.612832,19,10.1.1.18,10.1.1.5,1,1
14.618603,15,10.1.1.5,10.1.1.18,1,1
14.618603,15,10.1.1.18,10.1.1.5,2,1
14.619008,17,10.1.1.18,10.1.1.5,1,1
14.620113,4,10.1.1.5,10.1.1.9,0,1
14.621273,18,10.1.1.5,10.1.1.18,1,1
14.621273,18,10.1.1.18,10.1.1.5,2,1
14.623206,8,10.1.1.3,10.1.1.9,0,1
14.623206,4,10.1.1.3,10.1.1.9,1,1
14.623206,4,10.1.1.9,10.1.1.3,1,1
14.626283,4,10.1.1.5,10.1.1.18,0,1
14.627637,2,10.1.1.3,10.1.1.18,1,1
14.629327,17,10.1.1.18,10.1.1.5,1,1
14.630952,17,10.1.1.18,10.1.1.5,1,1
14.635457,2,10.1.1.3,10.1.1.18,2,1
14.639113,0,10.1.1.5,10.1.1.11,1,1
14.639113,0,10.1.1.11,10.1.1.5,2,1
14.639113,5,10.1.1.5,10.1.1.11,1,1
14.639113,5,10.1.1.11,10.1.1.5,2,1
14.639113,10,10.1.1.5,10.1.1.11,0,1
14.639114,16,10.1.1.5,10.1.1.11,1,1
14.639114,16,10.1.1.11,10.1.1.5,2,1
14.639114,15,10.1.1.5,10.1.1.11,1,1
14.639114,15,10.1.1.11,10.1.1.5,2,1
14.639114,18,10.1.1.5,10.1.1.11,1,1
14.639114,18,10.1.1.11,10.1.1.5,2,1
14.640405,10,10.1.1.11,10.1.1.5,2,1
14.641030,4,10.1.1.5,10.1.1.18,1,1
14.647974,17,10.1.1.18,10.1.1.3,2,1
14.648593,8,10.1.1.5,10.1.1.11,1,1
14.648593,8,10.1.1.5,10.1.1.11,2,1
14.651053,17,10.1.1.18,10.1.1.5,1,1
14.651592,10,10.1.1.11,10.1.1.5,2,1
14.653567,17,10.1.1.18,10.1.1.3,2,1
14.656320,8,10.1.1.3,10.1.1.18,1,1
14.656320,8,10.1.1.3,10.1.1.18,2,1
14.656859,8,10.1.1.5,10.1.1.11,1,1
14.656859,8,10.1.1.5,10.1.1.11,2,1
14.657397,4,10.1.1.5,10.1.1.18,1,1
14.657936,4,10.1.1.5,10.1.1.18,1,1
14.659482,17,10.1.1.18,10.1.1.5,1,1
14.661127,4,10.1.1.5,10.1.1.18,1,1
14.661667,4,10.1.1.5,10.1.1.18,1,1
14.664856,10,10.1.1.11,10.1.1.5,2,1
14.666462,17,10.1.1.18,10.1.1.5,1,1
14.667121,2,10.1.1.3,10.1.1.9,0,1
14.667121,2,10.1.1.18,10.1.1.5,1,1
14.667639,8,10.1.1.18,10.1.1.5,1,1
14.667639,8,10.1.1.18,10.1.1.5,2,1
14.668178,4,10.1.1.5,10.1.1.18,1,1
14.668777,17,10.1.1.18,10.1.1.5,1,1
14.671369,17,10.1.1.18,10.1.1.5,1,1
14.671887,8,10.1.1.3,10.1.1.18,1,1
14.671887,8,10.1.1.3,10.1.1.18,2,1
14.677741,8,10.1.1.5,10.1.1.11,1,1
14.677741,8,10.1.1.5,10.1.1.11,2,1
14.678822,4,10.1.1.5,10.1.1.16,1,1
14.680364,8,10.1.1.9,10.1.1.3,1,1
14.681687,4,10.1.1.5,10.1.1.11,2,1
14.683420,4,10.1.1.5,10.1.1.18,1,1
14.685515,2,10.1.1.3,10.1.1.18,2,1
14.689026,4,10.1.1.5,10.1.1.11,2,1
14.691309,6,10.1.1.9,10.1.1.1,1,1
14.691309,6,10.1.1.1,10.1.1.9,1,1
14.691310,1,10.1.1.9,10.1.1.1,1,1
14.691310,1,10.1.1.1,10.1.1.9,1,1
14.691310,11,10.1.1.9,10.1.1.1,1,1
14.691310,11,10.1.1.1,10.1.1.9,1,1
14.691310,9,10.1.1.9,10.1.1.1,1,1
14.691310,9,10.1.1.1,10.1.1.9,1,1
14.691310,12,10.1.1.9,10.1.1.1,1,1
14.691310,12,10.1.1.1,10.1.1.9,1,1
14.691310,0,10.1.1.9,10.1.1.1,0,1
