time,context,src,dst,size,reason,interface
7.302216,/NodeList/5/$ns3::Ipv4L3Protocol/Drop,10.1.1.5,10.1.1.26,520,2,1
8.575812,/NodeList/22/$ns3::Ipv4L3Protocol/Drop,10.1.1.27,10.1.1.30,28,1,1
9.811162,/NodeList/1/$ns3::Ipv4L3Protocol/Drop,10.1.1.14,10.1.1.17,520,2,1
11.281881,/NodeList/4/$ns3::Ipv4L3Protocol/Drop,10.1.1.2,10.1.1.26,10,1,1
11.425200,/NodeList/10/$ns3::Ipv4L3Protocol/Drop,10.1.1.6,10.1.1.25,520,2,1
11.430525,/NodeList/1/$ns3::Ipv4L3Protocol/Drop,10.1.1.11,10.1.1.26,10,1,1
12.039798,/NodeList/25/$ns3::Ipv4L3Protocol/Drop,10.1.1.27,10.1.1.25,10,1,1
12.434468,/NodeList/9/$ns3::Ipv4L3Protocol/Drop,10.1.1.6,10.1.1.29,10,1,1
12.466598,/NodeList/9/$ns3::Ipv4L3Protocol/Drop,10.1.1.27,10.1.1.29,30,1,1
13.608704,/NodeList/20/$ns3::Ipv4L3Protocol/Drop,10.1.1.15,10.1.1.24,10,1,1
13.620223,/NodeList/9/$ns3::Ipv4L3Protocol/Drop,10.1.1.15,10.1.1.30,10,1,1
13.652647,/NodeList/9/$ns3::Ipv4L3Protocol/Drop,10.1.1.15,10.1.1.17,10,1,1
13.953957,/NodeList/7/$ns3::Ipv4L3Protocol/Drop,10.1.1.2,10.1.1.16,10,1,1
14.036633,/NodeList/17/$ns3::Ipv4L3Protocol/Drop,10.1.1.6,10.1.1.16,10,1,1
14.096656,/NodeList/10/$ns3::Ipv4L3Protocol/Drop,10.1.1.6,10.1.1.17,10,1,1
14.136780,/NodeList/17/$ns3::Ipv4L3Protocol/Drop,10.1.1.6,10.1.1.24,10,1,1
14.352591,/NodeList/14/$ns3::Ipv4L3Protocol/Drop,10.1.1.1,10.1.1.10,10,1,1
14.620849,/NodeList/27/$ns3::Ipv4L3Protocol/Drop,10.1.1.24,10.1.1.26,10,1,1
14.808168,/NodeList/22/$ns3::Ipv4L3Protocol/Drop,10.1.1.4,10.1.1.16,10,1,1
15.588835,/NodeList/9/$ns3::Ipv4L3Protocol/Drop,10.1.1.14,10.1.1.30,20,1,1
15.706595,/NodeList/3/$ns3::Ipv4L3Protocol/Drop,10.1.1.14,10.1.1.9,10,1,1
15.712941,/NodeList/8/$ns3::Ipv4L3Protocol/Drop,10.1.1.23,10.1.1.30,30,1,1
15.856915,/NodeList/7/$ns3::Ipv4L3Protocol/Drop,10.1.1.11,10.1.1.18,10,1,1
15.893150,/NodeList/29/$ns3::Ipv4L3Protocol/Drop,10.1.1.22,10.1.1.10,10,1,1
15.896765,/NodeList/10/$ns3::Ipv4L3Protocol/Drop,10.1.1.22,10.1.1.17,10,1,1
15.916399,/NodeList/21/$ns3::Ipv4L3Protocol/Drop,10.1.1.23,10.1.1.29,10,2,1
15.930685,/NodeList/13/$ns3::Ipv4L3Protocol/Drop,10.1.1.11,10.1.1.18,30,1,1
15.931203,/NodeList/13/$ns3::Ipv4L3Protocol/Drop,10.1.1.11,10.1.1.18,30,1,1
15.934160,/NodeList/13/$ns3::Ipv4L3Protocol/Drop,10.1.1.11,10.1.1.18,30,1,1
15.950052,/NodeList/9/$ns3::Ipv4L3Protocol/Drop,10.1.1.3,10.1.1.17,10,1,1
15.969073,/NodeList/7/$ns3::Ipv4L3Protocol/Drop,10.1.1.22,10.1.1.16,10,1,1
15.989117,/NodeList/10/$ns3::Ipv4L3Protocol/Drop,10.1.1.23,10.1.1.10,10,1,1
16.033467,/NodeList/14/$ns3::Ipv4L3Protocol/Drop,10.1.1.7,10.1.1.9,10,1,1
16.100079,/NodeList/19/$ns3::Ipv4L3Protocol/Drop,10.1.1.14,10.1.1.25,10,1,1
16.104781,/NodeList/14/$ns3::Ipv4L3Protocol/Drop,10.1.1.7,10.1.1.10,10,1,1
16.130025,/NodeList/14/$ns3::Ipv4L3Protocol/Drop,10.1.1.23,10.1.1.17,10,1,1
16.172081,/NodeList/20/$ns3::Ipv4L3Protocol/Drop,10.1.1.16,10.1.1.10,30,1,1
16.324529,/NodeList/7/$ns3::Ipv4L3Protocol/Drop,10.1.1.13,10.1.1.20,10,1,1
16.360110,/NodeList/10/$ns3::Ipv4L3Protocol/Drop,10.1.1.22,10.1.1.28,10,1,1
16.492494,/NodeList/18/$ns3::Ipv4L3Protocol/Drop,10.1.1.13,10.1.1.17,10,1,1
16.557843,/NodeList/14/$ns3::Ipv4L3Protocol/Drop,10.1.1.19,10.1.1.10,10,1,1
16.577125,/NodeList/10/$ns3::Ipv4L3Protocol/Drop,10.1.1.2,10.1.1.22,20,1,1
16.595334,/NodeList/9/$ns3::Ipv4L3Protocol/Drop,10.1.1.22,10.1.1.21,10,1,1
16.643653,/NodeList/9/$ns3::Ipv4L3Protocol/Drop,10.1.1.22,10.1.1.29,10,1,1
16.789389,/NodeList/19/$ns3::Ipv4L3Protocol/Drop,10.1.1.13,10.1.1.26,10,1,1
16.846208,/NodeList/14/$ns3::Ipv4L3Protocol/Drop,10.1.1.14,10.1.1.25,10,1,1
16.859921,/NodeList/16/$ns3::Ipv4L3Protocol/Drop,10.1.1.14,10.1.1.28,10,1,1
16.900763,/NodeList/6/$ns3::Ipv4L3Protocol/Drop,10.1.1.14,10.1.1.10,10,1,1
16.936259,/NodeList/15/$ns3::Ipv4L3Protocol/Drop,10.1.1.13,10.1.1.28,10,1,1
17.005988,/NodeList/24/$ns3::Ipv4L3Protocol/Drop,10.1.1.28,10.1.1.20,10,1,1
17.041467,/NodeList/6/$ns3::Ipv4L3Protocol/Drop,10.1.1.2,10.1.1.29,520,2,1
17.048039,/NodeList/6/$ns3::Ipv4L3Protocol/Drop,10.1.1.2,10.1.1.29,520,2,1
17.053807,/NodeList/6/$ns3::Ipv4L3Protocol/Drop,10.1.1.2,10.1.1.29,520,2,1
17.143235,/NodeList/28/$ns3::Ipv4L3Protocol/Drop,10.1.1.6,10.1.1.25,520,2,1
17.207799,/NodeList/16/$ns3::Ipv4L3Protocol/Drop,10.1.1.5,10.1.1.10,10,1,1
17.280626,/NodeList/4/$ns3::Ipv4L3Protocol/Drop,10.1.1.3,10.1.1.29,10,1,1
17.296007,/NodeList/28/$ns3::Ipv4L3Protocol/Drop,10.1.1.6,10.1.1.25,520,2,1
17.416398,/NodeList/22/$ns3::Ipv4L3Protocol/Drop,10.1.1.2,10.1.1.17,10,1,1
17.420384,/NodeList/6/$ns3::Ipv4L3Protocol/Drop,10.1.1.2,10.1.1.10,10,1,1
17.468686,/NodeList/2/$ns3::Ipv4L3Protocol/Drop,10.1.1.6,10.1.1.10,10,1,1
17.581575,/NodeList/25/$ns3::Ipv4L3Protocol/Drop,10.1.1.20,10.1.1.27,10,1,1
17.618422,/NodeList/21/$ns3::Ipv4L3Protocol/Drop,10.1.1.11,10.1.1.30,10,1,1
17.625854,/NodeList/29/$ns3::Ipv4L3Protocol/Drop,10.1.1.6,10.1.1.25,520,2,1
17.633086,/NodeList/29/$ns3::Ipv4L3Protocol/Drop,10.1.1.6,10.1.1.25,520,2,1
17.710637,/NodeList/21/$ns3::Ipv4L3Protocol/Drop,10.1.1.26,10.1.1.17,10,1,1
17.769402,/NodeList/1/$ns3::Ipv4L3Protocol/Drop,10.1.1.1,10.1.1.30,520,2,1
17.774991,/NodeList/1/$ns3::Ipv4L3Protocol/Drop,10.1.1.1,10.1.1.30,520,2,1
17.777995,/NodeList/1/$ns3::Ipv4L3Protocol/Drop,10.1.1.1,10.1.1.30,520,2,1
17.784288,/NodeList/14/$ns3::Ipv4L3Protocol/Drop,10.1.1.26,10.1.1.10,10,1,1
17.785786,/NodeList/1/$ns3::Ipv4L3Protocol/Drop,10.1.1.1,10.1.1.30,520,2,1
17.787904,/NodeList/1/$ns3::Ipv4L3Protocol/Drop,10.1.1.1,10.1.1.30,520,2,1
17.815051,/NodeList/14/$ns3::Ipv4L3Protocol/Drop,10.1.1.25,10.1.1.27,10,1,1
17.822041,/NodeList/1/$ns3::Ipv4L3Protocol/Drop,10.1.1.1,10.1.1.30,520,2,1
18.050405,/NodeList/1/$ns3::Ipv4L3Protocol/Drop,10.1.1.1,10.1.1.30,520,2,1
18.075299,/NodeList/20/$ns3::Ipv4L3Protocol/Drop,10.1.1.16,10.1.1.27,10,1,1
18.339131,/NodeList/22/$ns3::Ipv4L3Protocol/Drop,10.1.1.20,10.1.1.29,10,1,1
18.343466,/NodeList/24/$ns3::Ipv4L3Protocol/Drop,10.1.1.20,10.1.1.10,10,1,1
18.376794,/NodeList/3/$ns3::Ipv4L3Protocol/Drop,10.1.1.8,10.1.1.17,10,1,1
20.284321,/NodeList/21/$ns3::Ipv4L3Protocol/Drop,10.1.1.6,10.1.1.29,28,1,1
20.343979,/NodeList/12/$ns3::Ipv4L3Protocol/Drop,10.1.1.6,10.1.1.18,10,1,1
21.570527,/NodeList/18/$ns3::Ipv4L3Protocol/Drop,10.1.1.2,10.1.1.29,520,2,1
21.659902,/NodeList/5/$ns3::Ipv4L3Protocol/Drop,10.1.1.17,10.1.1.18,10,1,1
21.773736,/NodeList/27/$ns3::Ipv4L3Protocol/Drop,10.1.1.26,10.1.1.11,10,1,1
21.819611,/NodeList/5/$ns3::Ipv4L3Protocol/Drop,10.1.1.17,10.1.1.16,10,1,1
21.944832,/NodeList/18/$ns3::Ipv4L3Protocol/Drop,10.1.1.8,10.1.1.16,10,2,1
22.102986,/NodeList/25/$ns3::Ipv4L3Protocol/Drop,10.1.1.1,10.1.1.30,520,2,1
22.112282,/NodeList/25/$ns3::Ipv4L3Protocol/Drop,10.1.1.1,10.1.1.30,520,2,1
22.124759,/NodeList/10/$ns3::Ipv4L3Protocol/Drop,10.1.1.26,10.1.1.30,30,1,1
22.166173,/NodeList/21/$ns3::Ipv4L3Protocol/Drop,10.1.1.15,10.1.1.29,10,1,1
22.239521,/NodeList/10/$ns3::Ipv4L3Protocol/Drop,10.1.1.15,10.1.1.30,10,1,1
22.245244,/NodeList/19/$ns3::Ipv4L3Protocol/Drop,10.1.1.15,10.1.1.25,10,1,1
22.840522,/NodeList/23/$ns3::Ipv4L3Protocol/Drop,10.1.1.2,10.1.1.25,10,1,1
25.813660,/NodeList/9/$ns3::Ipv4L3Protocol/Drop,10.1.1.15,10.1.1.21,10,1,1
26.083395,/NodeList/22/$ns3::Ipv4L3Protocol/Drop,10.1.1.1,10.1.1.8,10,1,1
26.851131,/NodeList/7/$ns3::Ipv4L3Protocol/Drop,10.1.1.2,10.1.1.22,10,1,1
27.849172,/NodeList/21/$ns3::Ipv4L3Protocol/Drop,10.1.1.26,10.1.1.12,20,1,1
27.855813,/NodeList/21/$ns3::Ipv4L3Protocol/Drop,10.1.1.25,10.1.1.12,20,1,1
27.856326,/NodeList/21/$ns3::Ipv4L3Protocol/Drop,10.1.1.2,10.1.1.12,20,1,1
27.864906,/NodeList/21/$ns3::Ipv4L3Protocol/Drop,10.1.1.14,10.1.1.12,20,1,1
27.872190,/NodeList/21/$ns3::Ipv4L3Protocol/Drop,10.1.1.14,10.1.1.12,20,1,1
27.874373,/NodeList/21/$ns3::Ipv4L3Protocol/Drop,10.1.1.10,10.1.1.12,20,1,1
27.874946,/NodeList/21/$ns3::Ipv4L3Protocol/Drop,10.1.1.25,10.1.1.12,20,1,1
27.876031,/NodeList/21/$ns3::Ipv4L3Protocol/Drop,10.1.1.25,10.1.1.12,20,1,1
27.888058,/NodeList/21/$ns3::Ipv4L3Protocol/Drop,10.1.1.13,10.1.1.12,20,1,1
27.892285,/NodeList/21/$ns3::Ipv4L3Protocol/Drop,10.1.1.13,10.1.1.12,20,1,1
27.893768,/NodeList/21/$ns3::Ipv4L3Protocol/Drop,10.1.1.10,10.1.1.12,20,1,1
27.895418,/NodeList/21/$ns3::Ipv4L3Protocol/Drop,10.1.1.10,10.1.1.12,20,1,1
27.898211,/NodeList/17/$ns3::Ipv4L3Protocol/Drop,10.1.1.12,10.1.1.28,10,2,1
27.909134,/NodeList/25/$ns3::Ipv4L3Protocol/Drop,10.1.1.4,10.1.1.12,20,1,1
27.931949,/NodeList/21/$ns3::Ipv4L3Protocol/Drop,10.1.1.20,10.1.1.12,20,1,1
27.953328,/NodeList/21/$ns3::Ipv4L3Protocol/Drop,10.1.1.20,10.1.1.12,20,1,1
27.993487,/NodeList/21/$ns3::Ipv4L3Protocol/Drop,10.1.1.15,10.1.1.12,20,1,1
27.996092,/NodeList/1/$ns3::Ipv4L3Protocol/Drop,10.1.1.12,10.1.1.5,10,2,1
28.027463,/NodeList/21/$ns3::Ipv4L3Protocol/Drop,10.1.1.15,10.1.1.12,20,1,1
28.044374,/NodeList/1/$ns3::Ipv4L3Protocol/Drop,10.1.1.12,10.1.1.4,10,1,1
28.074338,/NodeList/21/$ns3::Ipv4L3Protocol/Drop,10.1.1.15,10.1.1.12,20,1,1
28.097890,/NodeList/21/$ns3::Ipv4L3Protocol/Drop,10.1.1.28,10.1.1.12,20,1,1
28.101905,/NodeList/21/$ns3::Ipv4L3Protocol/Drop,10.1.1.28,10.1.1.12,20,1,1
28.112239,/NodeList/21/$ns3::Ipv4L3Protocol/Drop,10.1.1.28,10.1.1.12,20,1,1
28.239569,/NodeList/21/$ns3::Ipv4L3Protocol/Drop,10.1.1.16,10.1.1.12,20,1,1
28.306813,/NodeList/8/$ns3::Ipv4L3Protocol/Drop,10.1.1.12,10.1.1.6,10,1,1
28.343652,/NodeList/9/$ns3::Ipv4L3Protocol/Drop,10.1.1.2,10.1.1.20,10,1,1
28.349369,/NodeList/6/$ns3::Ipv4L3Protocol/Drop,10.1.1.2,10.1.1.21,10,1,1
28.417265,/NodeList/9/$ns3::Ipv4L3Protocol/Drop,10.1.1.6,10.1.1.20,10,1,1
28.529937,/NodeList/29/$ns3::Ipv4L3Protocol/Drop,10.1.1.22,10.1.1.19,10,1,1
28.602972,/NodeList/27/$ns3::Ipv4L3Protocol/Drop,10.1.1.2,10.1.1.3,10,1,1
28.613166,/NodeList/29/$ns3::Ipv4L3Protocol/Drop,10.1.1.22,10.1.1.4,10,1,1
28.705155,/NodeList/15/$ns3::Ipv4L3Protocol/Drop,10.1.1.12,10.1.1.20,10,1,1
28.914855,/NodeList/14/$ns3::Ipv4L3Protocol/Drop,10.1.1.13,10.1.1.20,10,1,1
28.963848,/NodeList/3/$ns3::Ipv4L3Protocol/Drop,10.1.1.12,10.1.1.28,10,1,1
28.973309,/NodeList/22/$ns3::Ipv4L3Protocol/Drop,10.1.1.13,10.1.1.16,10,1,1
29.123979,/NodeList/6/$ns3::Ipv4L3Protocol/Drop,10.1.1.13,10.1.1.21,10,1,1
29.329188,/NodeList/21/$ns3::Ipv4L3Protocol/Drop,10.1.1.12,10.1.1.29,10,1,1
29.433883,/NodeList/1/$ns3::Ipv4L3Protocol/Drop,10.1.1.3,10.1.1.5,10,1,1
29.441062,/NodeList/5/$ns3::Ipv4L3Protocol/Drop,10.1.1.3,10.1.1.4,10,1,1
29.480852,/NodeList/11/$ns3::Ipv4L3Protocol/Drop,10.1.1.4,10.1.1.21,10,1,1
29.539974,/NodeList/22/$ns3::Ipv4L3Protocol/Drop,10.1.1.15,10.1.1.29,10,1,1
29.590433,/NodeList/21/$ns3::Ipv4L3Protocol/Drop,10.1.1.3,10.1.1.21,10,1,1
29.593872,/NodeList/4/$ns3::Ipv4L3Protocol/Drop,10.1.1.3,10.1.1.16,10,1,1
29.628755,/NodeList/25/$ns3::Ipv4L3Protocol/Drop,10.1.1.3,10.1.1.29,10,1,1
29.668164,/NodeList/1/$ns3::Ipv4L3Protocol/Drop,10.1.1.13,10.1.1.29,10,1,1
29.671469,/NodeList/1/$ns3::Ipv4L3Protocol/Drop,10.1.1.4,10.1.1.29,10,1,1
