time,node,src,dst,hopcount,interface
1.255280,9,10.1.1.5,10.1.1.26,1,1
1.255280,9,10.1.1.26,10.1.1.5,1,1
1.255280,16,10.1.1.5,10.1.1.26,1,1
1.255280,16,10.1.1.26,10.1.1.5,1,1
1.255281,8,10.1.1.5,10.1.1.26,1,1
1.255281,8,10.1.1.26,10.1.1.5,1,1
1.255281,15,10.1.1.5,10.1.1.26,1,1
1.255281,15,10.1.1.26,10.1.1.5,1,1
1.255281,14,10.1.1.5,10.1.1.26,1,1
1.255281,14,10.1.1.26,10.1.1.5,1,1
1.255281,22,10.1.1.5,10.1.1.26,1,1
1.255281,22,10.1.1.26,10.1.1.5,1,1
1.255281,7,10.1.1.5,10.1.1.26,1,1
1.255281,7,10.1.1.26,10.1.1.5,1,1
1.255281,21,10.1.1.5,10.1.1.26,1,1
1.255281,21,10.1.1.26,10.1.1.5,1,1
1.256314,8,10.1.1.3,10.1.1.28,1,1
1.256314,8,10.1.1.28,10.1.1.3,1,1
1.256314,7,10.1.1.3,10.1.1.28,1,1
1.256314,7,10.1.1.28,10.1.1.3,1,1
1.256314,9,10.1.1.3,10.1.1.28,1,1
1.256314,9,10.1.1.28,10.1.1.3,1,1
1.256314,14,10.1.1.3,10.1.1.28,1,1
1.256314,14,10.1.1.28,10.1.1.3,1,1
1.256314,10,10.1.1.3,10.1.1.28,1,1
1.256314,10,10.1.1.28,10.1.1.3,1,1
1.256314,13,10.1.1.3,10.1.1.28,1,1
1.256314,13,10.1.1.28,10.1.1.3,1,1
1.256314,15,10.1.1.3,10.1.1.28,1,1
1.256314,15,10.1.1.28,10.1.1.3,1,1
1.256314,12,10.1.1.3,10.1.1.28,1,1
1.256314,12,10.1.1.28,10.1.1.3,1,1
1.256314,16,10.1.1.3,10.1.1.28,1,1
1.256314,16,10.1.1.28,10.1.1.3,1,1
1.256315,20,10.1.1.3,10.1.1.28,1,1
1.256315,20,10.1.1.28,10.1.1.3,1,1
1.256315,11,10.1.1.3,10.1.1.28,1,1
1.256315,11,10.1.1.28,10.1.1.3,1,1
1.256315,19,10.1.1.3,10.1.1.28,1,1
1.256315,19,10.1.1.28,10.1.1.3,1,1
1.256315,21,10.1.1.3,10.1.1.28,1,1
1.256315,21,10.1.1.28,10.1.1.3,1,1
1.256315,17,10.1.1.3,10.1.1.28,1,1
1.256315,17,10.1.1.28,10.1.1.3,1,1
1.256315,18,10.1.1.3,10.1.1.28,1,1
1.256315,18,10.1.1.28,10.1.1.3,1,1
1.256315,22,10.1.1.3,10.1.1.28,1,1
1.256315,22,10.1.1.28,10.1.1.3,1,1
1.258017,14,10.1.1.1,10.1.1.30,1,1
1.258017,14,10.1.1.30,10.1.1.1,1,1
1.258017,20,10.1.1.1,10.1.1.30,1,1
1.258017,20,10.1.1.30,10.1.1.1,1,1
1.259002,9,10.1.1.12,10.1.1.19,1,1
1.259002,9,10.1.1.19,10.1.1.12,1,1
1.259002,15,10.1.1.12,10.1.1.19,1,1
1.259002,15,10.1.1.19,10.1.1.12,1,1
1.259002,21,10.1.1.12,10.1.1.19,1,1
1.259002,21,10.1.1.19,10.1.1.12,1,1
1.259002,8,10.1.1.12,10.1.1.19,1,1
1.259002,8,10.1.1.19,10.1.1.12,1,1
1.259002,2,10.1.1.12,10.1.1.19,1,1
1.259002,2,10.1.1.19,10.1.1.12,1,1
1.259002,14,10.1.1.12,10.1.1.19,1,1
1.259002,14,10.1.1.19,10.1.1.12,1,1
1.259002,27,10.1.1.12,10.1.1.19,1,1
1.259002,27,10.1.1.19,10.1.1.12,1,1
1.262520,8,10.1.1.2,10.1.1.29,1,1
1.262520,8,10.1.1.29,10.1.1.2,1,1
1.262520,13,10.1.1.2,10.1.1.29,1,1
1.262520,13,10.1.1.29,10.1.1.2,1,1
1.269323,9,10.1.1.4,10.1.1.27,1,1
1.269323,9,10.1.1.27,10.1.1.4,1,1
1.269323,8,10.1.1.4,10.1.1.27,1,1
1.269323,8,10.1.1.27,10.1.1.4,1,1
1.269323,10,10.1.1.4,10.1.1.27,1,1
1.269323,10,10.1.1.27,10.1.1.4,1,1
1.269323,15,10.1.1.4,10.1.1.27,1,1
1.269323,15,10.1.1.27,10.1.1.4,1,1
1.269323,7,10.1.1.4,10.1.1.27,1,1
1.269323,7,10.1.1.27,10.1.1.4,1,1
1.269323,14,10.1.1.4,10.1.1.27,1,1
1.269323,14,10.1.1.27,10.1.1.4,1,1
1.269323,16,10.1.1.4,10.1.1.27,1,1
1.269323,16,10.1.1.27,10.1.1.4,1,1
1.269323,13,10.1.1.4,10.1.1.27,1,1
1.269323,13,10.1.1.27,10.1.1.4,1,1
1.269323,17,10.1.1.4,10.1.1.27,1,1
1.269323,17,10.1.1.27,10.1.1.4,1,1
1.269324,6,10.1.1.4,10.1.1.27,1,1
1.269324,6,10.1.1.27,10.1.1.4,1,1
1.269324,12,10.1.1.4,10.1.1.27,1,1
1.269324,12,10.1.1.27,10.1.1.4,1,1
1.269324,19,10.1.1.4,10.1.1.27,1,1
1.269324,19,10.1.1.27,10.1.1.4,1,1
1.269324,23,10.1.1.4,10.1.1.27,1,1
1.269324,23,10.1.1.27,10.1.1.4,1,1
1.293332,3,10.1.1.4,10.1.1.27,1,1
1.304122,1,10.1.1.2,10.1.1.29,1,1
1.314514,27,10.1.1.28,10.1.1.3,1,1
1.324559,4,10.1.1.5,10.1.1.26,1,1
1.325430,11,10.1.1.12,10.1.1.19,1,1
1.326713,2,10.1.1.3,10.1.1.28,1,1
1.330214,27,10.1.1.28,10.1.1.3,1,1
1.331295,3,10.1.1.4,10.1.1.27,1,1
1.337861,0,10.1.1.1,10.1.1.30,1,1
1.338520,2,10.1.1.3,10.1.1.28,1,1
1.339582,3,10.1.1.4,10.1.1.27,1,1
1.340162,11,10.1.1.12,10.1.1.19,1,1
1.340742,25,10.1.1.26,10.1.1.5,1,1
1.344601,3,10.1.1.4,10.1.1.27,1,1
1.346267,2,10.1.1.3,10.1.1.28,1,1
1.346885,1,10.1.1.2,10.1.1.29,1,1
1.350161,3,10.1.1.4,10.1.1.27,1,1
1.353766,2,10.1.1.3,10.1.1.28,1,1
1.354888,3,10.1.1.4,10.1.1.27,1,1
1.355487,4,10.1.1.5,10.1.1.26,1,1
1.356026,2,10.1.1.3,10.1.1.28,1,1
1.356685,4,10.1.1.5,10.1.1.26,1,1
1.377970,3,10.1.1.4,10.1.1.27,1,1
1.379194,2,10.1.1.3,10.1.1.28,1,1
